paper_index,authors,title
7D6028F7,david botstein + patrick o brown + michael b eisen + vishwanath r iyer + kirk r anders + paul t spellman + gavin sherlock + bruce futcher + michael q zhang,Comprehensive identification of cell cycle-regulated genes of the yeast Saccharomyces cerevisiae by microarray hybridization.
76AC3734,jianwen su + bin lin,Shapes based trajectory queries for moving objects
7C114EF4,rich wolski + josep m blanquer + antoni batchelli + klaus erik schauser,Quorum: flexible quality of service for internet services
7D1C208F,bobby bhattacharjee + samir khuller + koushik kar + suman banerjee + christopher kommareddy,Construction of an efficient overlay multicast infrastructure for real-time applications
805BFBFB,dimitris sacharidis + minos garofalakis + graham cormode,Fast approximate wavelet tracking on streams
7BEBA82C,eytan adar + bernardo a huberman,Free riding on Gnutella
786D3619,prabhakar raghavan + jon kleinberg + david gibson,Inferring Web communities from link topology
7FD27811,praveen yalagandula + mike dahlin,A scalable distributed information management system
769B5C44,donald kossmann + gerhard drasch + wig ag + michael j franklin,Cache investment: integrating query optimization and distributed data placement
80E4D928,jiong yang + jan f prins + jun huan + wei wang,SPIN: mining maximal frequent subgraphs from graph databases
7D94BA16,fahiem bacchus + daphne koller + joseph y halpern + adam j grove,From statistical knowledge bases to degrees of belief
5B4EE9CA,renee j miller + raghu ramakrishnan + yannis ioannidis,Schema equivalence in heterogeneous systems: bridging theory and practice
763EE6C2,dan higgins + chad berkley + matthew b jones + ilkay altintas + efrat jaeger + bertram ludascher + jing tao + yang zhao + edward a lee,Scientific workflow management and the Kepler system
62634F35,anthony d joseph + john kubiatowicz + ben y zhao,Tapestry: an infrastructure for fault tolerant wide-area location and routing
6BA66BAB,deepak alur + daniel b malks + john p crupi,Core J2EE Patterns: Best Practices and Design Strategies
5955F6A8,jean bacon + peter pietzuch + brian shand,A framework for event composition in distributed systems
79B45A4A,golan yona + nathan linial + michal linial,"ProtoMap: Automatic classification of protein sequences, a hierarchy of protein families, and local maps of the protein space"
0C5ABB05,isidor kouvelas + jon crowcroft + vicky hardman,Network Adaptive Continuous-Media Applications Through Self Organised Transcoding
5AB749EB,cynthia brandt + abhay a deshpande,TrialDB: A web-based Clinical Study Data Management System
066E3CB9,matthew sobek + steven ruggles,Integrated Public Use Microdata Series
7D400249,chiahan lin + arbee l p chen,Indexing and matching multiple-attribute strings for efficient multimedia query processing
8329AA16,hamid pirahesh + johann christoph freytag + laura m haas + guy m lohman,Extensible query processing in starburst
804C0FF8,francisco araque + m a vila + ramon a carrasco,dmFSQL: a Language for Data Mining
8.08E+56,jayavel shanmugasundaram + pat case + thomas rolleke + gerhard weikum + sihem ameryahia,Report on the DB/IR panel at SIGMOD 2005
7AC13087,karl aberer + magdalena punceva + zoran despotovic + manfred hauswirth + philippe cudremauroux + roman schmidt + anwitaman datta,P-Grid: a self-organizing structured P2P system
NE19526,weblink,n/a
7BE657E1,vasileios hatzivassiloglou + ankineedu maganti + luis gravano,An investigation of linguistic features and clustering algorithms for topical document clustering
7F47BFD0,angela maduko + kemafor anyanwu + amit p sheth,SemRank: ranking complex relationship search results on the semantic web
5DCC74E3,maria luisa sapino + v s subrahmanian + piero a bonatti,Merging heterogenous security orderings
8064FD9A,herbert a simon + g l s shackle,Models of Man.
7D9D083A,minos garofalakis + graham cormode,Sketching streams through the net: distributed approximate query tracking
58D8B734,dimitar p guelev + mark ryan + pierre yves schobbens,Model-Checking Access Control Policies
5BCFBCEE,abhinandan das + r g rastogi + sumit ganguly + minos garofalakis,Distributed set-expression cardinality estimation
7DA41C99,raghav kaushik + rajasekar krishnamurthy + jeffrey f naughton,XML-to-SQL Query Translation Literature: The State of the Art and Open Problems
NE36380,w.-t. balke and,on real-time top-k querying for mobile devices
802BFA39,alon halevy + pedro domingos + anhai doan,Reconciling schemas of disparate data sources: a machine-learning approach
6B51F81B,thomas neumann,Efficient Generation and Execution of DAG-Structured Query Graphs
NE31200,r. motwani,query processing
NE36382,c. botev and,expressiveness and performance of full-text search languages
81313A3A,richard r muntz + kenneth w ng,Parallelizing user-defined functions in distributed object-relational DBMS
NE36383,n. bruno and,evaluating top-k queries over web-accessible databases
7D2856CF,asuman dogac + ali bekir yildiz + gokce b laleci + yavuz gurcan + yildiray kabak + serkan kirbas + siyamed s sinir,Artemis: deploying semantically enriched web services in the healthcare domain
7DF017BE,athena vakali + konstantinos stamos + george pallis + dimitrios katsaros + yannis manolopoulos + antonis sidiropoulos,A latency-based object placement approach in content distribution networks
NE36837,"n. wiwatwattana, h. v. jagadish, l. v. s. lakshmanan, and d. srivastava",x 3: a cube operator for xml olap - web supplement
7DC150EE,dimitris papadias + yufei tao,Maintaining sliding window skylines on data streams
NE36834,r. a. o'keefe and a,trotman the simplest query language that could possibly work
7E2AB15E,a pany + gerti kappel + elke michlmayr,Using taxonomies for content-based routing with ants
7F4767D2,shai geva + eran palmon + shaul dar + gadi entin,DTL's DataSpot: Database Exploration Using Plain Language
7D9FDA4F,h v jagadish + beng chin ooi + hui jin + kianlee tan,Global optimization of histograms
7DA0B0DD,cheeyong chan + minos garofalakis + r g rastogi + pascal felber,Efficient filtering of XML documents with XPath expressions
7C86A927,shlomo moran + ronny lempel,The stochastic approach for link-structure analysis (SALSA) and the TKC effect
NE35374,j. widom,trio: a system for integrated management of data
NE35375,"s.amer-yahia, c.botev, s.buxton, p. case, j. doerne, d. mcbeath, m. rys, and j. shanmugasundaram",xquery 1.0 and xpath 2.0 full-text
5BB019E9,elena baralis + stefano paraboschi + ernest teniente,Materialized Views Selection in a Multidimensional Database
NE35378,x. he and d. cai and h. liu and w.y. ma,locality preserving indexing for document representation
7ECD4DA0,fatih emekci + aziz gulbeden + amr el abbadi + divyakant agrawal,Privacy Preserving Query Processing Using Third Parties
7F7E726B,jiaheng lu + tok wang ling + tian yu + changqing li + wei ni,Efficient processing of ordered XML twig pattern
5E92E5EF,adam bosworth + jim gray + hamid pirahesh + andrew layman,Data-Cube: a relational aggregation operator generalizing group-by
NE34358,"s. dekeyser, j. bidders, and j. paredaens",a transaction model for xml databases
7F830256,todd eavis + andrew rauchaplin + frank dehne + ying chen,PnP: parallel and external memory iceberg cube computation
NE34355,"d. terry, d. goldberg, d. nichols, and b. oki",continuous queries over append-only databases.sigmod '92
7F481EA2,jeffrey f naughton + rajasekar krishnamurthy + raghav kaushik + raghu ramakrishnan,On the integration of structure indexes and inverted lists
58A924BB,a kumaran + jayant r haritsa,SemEQUAL: multilingual semantic matching in relational systems
NE34351,d. schneider and d. dewitt,tradeoffs in processing multi-way join queries via hashing in multiprocessor database machines
NE34422,"r. kaushik, r. ramakrishnan, and v. t. chakaravarthy",synposes for query optimization: a apace-complexity perspective
NE34353,"i. stoica, r. morris, d. karger, m. kaashoek, and h. balakrishnan",chord: a scalable p2p lookup service for internet applications
NE32896,a. deshpande and j. hellerstein,lifting the burden of history from adpative query processing
6C0B7A26,ashish gupta + h v jagadish + inderpal singh mumick,Data Integration using Self-Maintainable Views
5B114AFC,hanspeter kriegel + martin pfeifle + eshref januzaj,Scalable density-based distributed clustering
NE36487,"e. m. clarke, o. grumberg, and d. a. peled",model checking
NE36484,weblink,ibm db2 test database generator
7FFB0C68,paolo ferragina + antonio gulli,A personalized search engine based on web-snippet hierarchical clustering
NE36480,t. imielinski and w. lipski,n/a
8089D251,fei sha + fernando pereira,Shallow parsing with conditional random fields
8093EBE4,domenico beneventano + sonia bergamaschi + francesco guerra + maurizio vincini,Synthesizing an integrated ontology
5C9FCB81,nicola guarino + christopher a welty,A Formal Ontology of Properties
80DE7E2E,michael hirohama + michael stonebraker + lawrence a rowe,The implementation of POSTGRES
5E300523,evaggelia pitoura + kostas stefanidis + panos vassiliadis,Modeling and Storing Context-Aware Preferences
78D0940B,fragkiskos pentaris + yannis ioannidis,Query optimization in distributed networks of autonomous database systems
754821CB,anind k dey,Understanding and Using Context
7A57F55B,nenad mladenovic + brigitte jaumard + pierre hansen,Minimum Sum of Squares Clustering in a Low Dimensional Space
NE35595,m. koster,guidelines for robots writers
5FB7F43C,michael j walter + thomas eiter + thomas lukasiewicz,A data model and algebra for probabilistic complex values
NE35598,"l. s. larkey, m. e. connell, and j. callan",collection selection and results merging with topically organized u.s
7DE76516,kevin fall,A delay-tolerant network architecture for challenged internets
5027639,stephen b webb + quanren xiong + r matt steele + christopher jaynes,An Open Development Environment for Evaluation of Video Surveillance Systems
7E954FAC,steve madden + t m gil,Scoop: An Adaptive Indexing Scheme for Stored Data in Sensor Networks
7E328E3E,michael j franklin + yanlei diao,Query processing for high-volume XML message brokering
7F6838FE,huiming qu + alexandros labrinidis + daniel mosse,UNIT: User-centric Transaction Management in Web-Database Systems
80AC1CB7,marcelo arenas + leonid libkin,An information-theoretic approach to normal forms for relational and XML data
6F592007,takeaki uno + kazuhisa makino,New algorithms for enumerating all maximal cliques
5A593222,hiroyuki kitagawa + yibing chen + yoshiharu ishikawa,An On-Line Document Clustering Method Based on Forgetting Factors
7D4144F4,m a lopez + scott t leutenegger + christian s jensen + simonas saltenis,Indexing the positions of continuously moving objects
7E82F0DA,gerhard sagerer + franz kummert + mathias katzer,Methods for automatic microarray image segmentation
5E0D0735,christopher jermaine,Robust estimation with sampling and approximate pre-aggregation
5DB1837C,michael n huhns + munindar p singh,Resource Description Framework
5B4F36DC,richard t snodgrass,Developing time-oriented database applications in SQL
NE31136,"t. imielinski, s. viswanathan, b. r. badrinath",power efficiency filtering of data on air
0B484178,ulf leser + felix naumann,Query Planning with Information Quality Bounds
770A8ACC,b s manjunath + ambuj k singh + robert f murphy,A distributed database for bio-molecular images
8030FAB5,jeffrey xu yu + yidong yuan + xuemin lin + qing liu + qing zhang + wei wang,Efficient computation of the skyline cube
77254B58,d t lee + y f wu,Geometric Complexity of Some Location Problems
80395500,alin deutsch + yu xu + yannis papakonstantinou,Minimization and group-by detection for nested XQueries
7D36C662,joseph m hellerstein + frederick r reiss,Data Triage: an adaptive architecture for load shedding in TelegraphCQ
0C430CB8,david v anderson + erik riedel + jim dykes,More Than an Interface: SCSI vs
NE35904,"b. bollig, m. l obbing, and i. wegener",simulated annealing to improve variable orderings for obdds
NE14105,s. boyd and l. vandenberghe,convex optimization
814D9119,bernhard braunmuller + jorg sander + hanspeter kriegel + martin ester,Efficiently supporting multiple similarity queries for mining in metric databases
7A7C2638,arne andersson,General balanced trees
7CF7BA8E,chung j kuo + oscal t c chen + lingling tsai + ruey s huang,EEG pattern recognition-arousal states detection and classification
59AB3ABB,claudia bauzer medeiros + frank wm tompa,Understanding the implications of view update policies
7D9EB06D,christian s jensen + mong li lee + keng lik teo + wynne hsu + bin cui,Supporting frequent updates in R-trees: a bottom-up approach
80664793,philippe pucheral + rachid guerraoui + maha abdallah,One-phase commit: does it make sense?
7EA7F140,alberto o mendelzon + denilson barbosa + kelly lyons + john keenleyside,ToXgene: a template-based data generator for XML
6A20F134,weishinn ku + roger zimmermann + haojun wang,Distributed continuous range query processing on moving objects
7D0B6F60,mohan s kankanhalli + yulin kang + joohwee lim + qi tian,Soccer video event detection with visual keywords
7D12DD51,yannis papakonstantinou + vagelis hristidis,Discover: keyword search in relational databases
808A873E,ilgon kim + chulwuk jeon + jinyoung choi,Automatic generation of the C# code for security protocols verified with Casper/FDR
859148FE,christos faloutsos + kingip lin,"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets"
7EB578D2,philip a bernstein,Applying Model Management to Classical Meta Data Problems
5F8FDCC4,s k gupta + nagavamsi ponnekanti + miron livny + yannis ioannidis,ZOO: A Desktop Experiment Management Environment
7FF76131,zhenying he + hong gao + hongzhi wang + jianzhong li,OLAP for XML Data
7F34FE50,praveen seshadri + hamid pirahesh + t y c leung,Complex query decorrelation
7D68DB4B,beverly yang + hector garciamolina,Designing a super-peer network
7B7CCE9B,johannes gehrke + daniel kifer,Injecting utility into anonymized datasets
5D9B2305,eibe frank + ian h witten + mark a hall,Data Mining: Practical Machine Learning Tools and Techniques
80B14064,leopoldo bertossi + loreto bravo + enrico franconi + andrei lopatenko,Complexity and approximation of fixing numerical attributes in databases under integrity constraints
NE36244,r. sherkat and d. rafiei,on efficiently searching historical archives
NE36247,samarati p.: protecting respondents' identities in microdata release,eee trans
NE36246,"hinneburg a , aggarwal c, keim d",what is the nearest neighbor in high dimensional space? vldb conference
NE36241,"r. little, d. rubin","statistical analysis with missing data values wiley series in prob, and stats"
NE36249,weblink,condor project
75C3453C,david j dewitt + navin kabra,Efficient mid-query re-optimization of sub-optimal query execution plans
75F06D97,laszlo boszormenyi + stefan podlipnig,A survey of Web cache replacement strategies
NE36691,n/a,weblink
7C7B2DE0,agnes voisard + michel scholl + philippe rigaux,Spatial databases : with application to GIS
NE33197,"c. cranor, t. johnson, o. spatscheck, and v. shkapenyuk",gigascope: a stream database for network applications
NE33199,y. e. ioannidis and s. christodoulakis,optimal histograms for limiting worst-case error propagation in the size of the join radius
7EC46E9F,ying yan + weining qian + xueqing gong + aoying zhou,Bloom filter-based XML packets filtering for millions of path queries
8056FE6C,sen zhang + jason t l wang + dennis shasha,Unordered tree mining with applications to phylogeny
7826ED6A,pitu b mirchandani + feiyue wang,RHODES to intelligent transportation systems
04560D69,daniel j mullaney + s messin + daniel f kripke + g wyborney + j b webster,An activity-based sleep monitor system for ambulatory use.
NE9892,"jim gray, adam bosworth, andrew layman, hamid pirahesh",data cube: a relational aggregation operator generalizing group-by cross-tab and sub-total
7553145B,ashish gupta + jose a blakeley,Using partial information to update materialized views
8169149C,vijayshankar raman + amol deshpande + joseph m hellerstein,Using state modules for adaptive query processing
8070B4A5,kensuke onishi + mamoru hoshi + tadashi ohmori + michihiro kobayakawa,A feature independent of bit rate for twinvq audio retrieval
NE36108,objectweb consortium,rice university bidding system
NE36109,objectweb consortium,rice university bulletin board system
7E6FBDBD,edward m mccreight,A Space-Economical Suffix Tree Construction Algorithm
7F156E63,a varshavsky + eyal de lara + veljo otsason + anthony lamarca,Accurate GSM Indoor Localization
NE15583,"c. batini, t. catarei, and m. scannapieco",a survey of data quality issues in cooperative information systems
NE36104,"p.-a. larson, j. goldstein, and j",zhou mtcache: transparent mid-tier database caching in sql server
7D7AB0CA,susan b davidson + yi chen + yifeng zheng,BLAS: an efficient XPath processing system
7D879E19,laura m haas + lucian popa + mary tork roth + mauricio hernandez + howard ho,Clio grows up: from research prototype to industrial tool
7D4EF481,j misra + tony hoare,"Verified Software: Theories, Tools, Experiments Vision of a Grand Challenge Project"
NE33993,weblink,"s.mohan, a.sengupta, y.wu, and j.klinginsmith"
NE33996,weblink,university of washington intelligent transporation system
NE33994,"congestion mitigation, u.s. department of transportation",2005
NE33995,weblink,greater houston transportation and emergency management center: houston transtar
79F5AEDC,frederic vincent + nick roussopoulos + stephen kelley,Nearest neighbor queries
5F9F5464,mitsunori ogihara + srinivasan parthasarathy,Exploiting Dataset Similarity for Distributed Mining
7D2D6E0E,tian xia + donghui zhang,Continuous Reverse Nearest Neighbor Monitoring
7FC64B48,pavan k chowdary + jayant r haritsa + a kumaran,On Pushing Multilingual Query Operators into Relational Engines
5E9509DF,minos n garofalakis + phillip b gibbon,Approximate Query Processing: Taming the TeraBytes
7ED7536B,l gutman,R-trees: a dynamic index structure for spatial searching
799180A5,bernard pagurek + wei ma + kruti patel + vladimir tosic + babak esfandiari,Management applications of the web service offerings language (WSOL)
685E9E32,marlon dumas + lachlan aldred + arthur h m ter hofstede + wil m p van der aalst,Design and Implementation of the YAWL System
5A09D10A,henk ernst blok + sunil choenni + erik leertouwer,Handling Uncertainty and Ignorance in Databases: A Rule to Combine Dependent Data
80DA6204,monson h hayes + david s mazel,Using iterated function systems to model discrete sequences
7B414C99,arthur zimek + christian bohm + karin kailing + peer kroger,Computing Clusters of Correlation Connected objects
075A02B4,carla e brodley + mark a friedl,Identifying and eliminating mislabeled training instances
6CEBF4EE,boi faltings + ion constantinescu + walter binder,Optimally distributing interactions between composed semantic web services
8122D089,christoph weidling + martin dietzfelbinger,Balanced allocation and dictionaries with tightly packed constant size bins
752E5C59,s muthukrishnan,Data streams: algorithms and applications
58435EB4,igor tatarinov + anhai doan + alon halevy + luke k mcdowell + oren etzioni + zachary g ives + jayant madhavan,Crossing the Structure Chasm
8147285F,hector garciamolina + sriram raghavan,Representing Web graphs
8168FC5A,karl aberer + ivana podnar + toan luu + martin rajman + fabius klemm,ALVIS peers: a scalable full-text peer-to-peer retrieval engine
NE35299,"k. s. beyer, r.j. cochrane, l.s. colby",xquery for analytics: challenges and requirements
81515F1C,michael j franklin + samuel madden,Fjording the stream: an architecture for queries over streaming sensor data
7BD50D15,erika marianna dawson + t a menendez + glenn randle wilcock + a j bariska + s shyam + r l ferziger + stanley mark kissinger + michael wood + d k thompson + lyn lequam ashton + j p strickland + edward a baker,Two decades of policy-based storage management for the IBM mainframe computer
NE35292,"a. arasu, s. babu, and j. widom",an abstract semantics and concrete language for continuous queries over streams and relations
NE35291,yfilter 1.0 release,world wide web
NE35290,n/a,sqlstandard support in oracle database 10g
NE35297,"c. zaniolo, r. luo, h. wang",stream mill: bringing power and generality to data stream management systems
NE35295,"c. koch, s. scherzinger, n. schweikardt, and",schema-based schedulng of event processors and buffer minimization for queries on structured data streams
NE35746,weblink,tree.hh: an stl-like c++ tree class
005C4693,guy m lohman + volker markl + m kandil + michael stillger,DB2''s learning optimizer
0590C2CC,m ed ley,Digital Bibliography and Library Project
58B99195,werner kieling,Foundations of Preferences in Database Systems
5A396342,yanghua chu + hui zhang + sanjay rao,A case for end system multicast
7D1A78D5,stephen a jarvis + subhash saini + g r nudd + junwei cao,GridFlow: workflow management for grid computing
816014EC,alexander otenko + e ball + david w chadwick,Role-based access control with X.509 attribute certificates
NE35125,"c. dwork, r. kumar, m. naor, and d. sivakumar",rank aggregation methods for the web
NE35124,d. dubhashi and a. panconesi,"concentration of measure for computer scientists: chapter 1, pp 12"
NE35129,j. kramer and b. seeger,pipes - a public infrastructure for processing and exploring data streams
81214F62,ning zhang + m t ozsu + ihab f ilyas + a a aboulnaga,XSEED: Accurate and Fast Cardinality Estimation for XPath Queries
7E9F66C8,zongheng zhou + samir r das + himanshu gupta,Connected K-coverage problem in sensor networks
7EF75C4F,sim b sitkin + colin f camerer + denise m rousseau + ronald s burt,Not So Different After All: A Cross-Discipline View of Trust
NE16421,n/a,weblink
7BD53E68,andreas buja + deborah f swayne,Visualization Methodology for Multidimensional Scaling
806B8067,malcolm p atkinson + tony printezis + laurent daynes + susan spence + mick jordan,An orthogonally persistent Java
76738AB3,francis chin,"Security problems on inference control for SUM, MAX, and MIN queries"
5C6CCE72,chihhung wu + chianhuei wun + hungju chou,Using association rules for completing missing data
80BFF31A,joachim m buhmann + yossi rubner + carlo tomasi + jan puzicha,Empirical evaluation of dissimilarity measures for color and texture
797CEEA4,markus schneider + ralf hartmut guting + luca forlizzi + enrico nardelli,A data model and data structures for moving objects databases
06C1EEC3,paolo merialdo + valter crescenzi + luigi arlotta + giansalvatore mecca,Automatic annotation of data extracted from large web sites
7DA6ADAF,nick koudas + divesh srivastava,Approximate joins: concepts and techniques
773D0626,christoph koch,On the complexity of nonrecursive XQuery and functional query languages on complex values
0625E830,telecommunications board,IT Roadmap to a Geospatial Future
071219D9,avinash vyas + jerome simeon + mary fernandez,The Simplest XML Storage Manager Ever
5C520BDD,oded goldreich,Foundations of cryptography
0752503E,abdelhakim hafid + gregor v bochmann,Quality of Service Negotiation in News-on-Demand Systems: An Implementation
7B9141B8,yoram reich + s v barai,Evaluating machine learning models for engineering problems
6DFA9132,zoltan gyongyi + hector garciamolina + jan pedersen,Combating web spam with trustrank
7D09DD0D,dong xin + jiawei han + hongyan liu + zheng shao,C-Cubing: Efficient Computation of Closed Cubes by Aggregation-Based Checking
0B7F0502,d kneer,Continuous Assurance: We are Way Overdue
7E118482,raghu krishnapuram + rajesh n dave,Robust clustering methods: a unified view
5B11D196,sergey brin + rajeev motwani + jeffrey d ullman + craig silverstein,Scalable Techniques for Mining Causal Structures
NE34654,p. domingos and m. pazzani,on the optimality of the simple bayesian classifier under 0-1 loss
NE34655,s. dzeroski and n. lavrac,relational data mining
NE34656,"l. getoor, d. koller, b. taskar and n. friedman",learning probabilistic relational models with structure uncertainty
NE34657,r. jirousek and s. precil,on the effective implementation of the iterative proportional fitting procedure
NE34650,y. bishop,discrete multivariate analysis: theory and practice
NE34652,eli dichterman,learning with limited visibility
NE33609,d. lambert,measures of disclosure risk and harm
NE34659,a.b. slavkovic and s.e. fienberg,bounds for cell entries in 2-way tables given conditional relation frequencies
79B51E6A,christian konig + peter j haas,A bi-level Bernoulli scheme for database sampling
7E8F57DE,vinayak r borkar + gerhard weikum + ion muslea + kristina lerman + spiros skiadopoulos + structure free + craig a knoblock + nikos karayannidis + sunita sarawagi + jeffrey dean + kaustubh deshmukh + panos vassiliadis + automatically extracting + krishna bharat + andrei broder + timos sellis + zografoula vagena + steven minton + text addresses + david lomet + luis gravano + alon y levy + monika r henzinger,Special Issue on Data Cleaning
78CFFCC8,charles connell + gregory piatetskyshapiro,Accurate estimation of the number of tuples satisfying a condition
7B5F2CAF,ramesh bhashyam,"TPC-D—the challenges, issues and results"
806F1B61,ravi sandhu + david f ferraiolo + ramaswamy chandramouli + serban gavrila + d richard kuhn,Proposed NIST standard for role-based access control
76BE3D28,ian foster + jeffrey m nick + carl kesselman + steven tuecke,Grid services for distributed system integration
7F67C586,kingip lin + c yang,An index structure for efficient reverse nearest neighbor queries
7D23891D,philippe flajolet + marianne durand,Loglog Counting of Large Cardinalities
7DD5818B,aneesh kapur + nitin khandelwal + murat perit cakir + zachary g ives,"ORCHESTRA: Rapid, Collaborative Sharing of Dynamic Data"
7CE7F3D6,elisa bertino + elena dasseni + vassilios s verykios + ahmed k elmagarmid + yucel saygin,Association rule hiding
7AFD86AF,alistair moffat + w r webber + justin zobel,Load balancing for term-distributed parallel retrieval
81E6A025,simonas saltenis + nectaria tryfona + dieter pfoser + christian s jensen + torben bach pedersen + anders friischristensen,Location-based services: A database perspective
712522EC,bo yuan + george j klir,Fuzzy sets and fuzzy logic: theory and applications
7A332E76,dragan djuric,MDA-based Ontology Infrastructure
7DF36BEF,tatseng chua + huaxin xu,The fusion of audio-visual features and external knowledge for event detection in team sports video
5A959449,mary tork roth + fatma ozcan + laura m haas,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System
8162A692,jiawei han + xifeng yan,gSpan: graph-based substructure pattern mining
05428E8F,norman sadeh + fabien gandon,ROWL: Rule language in OWL and translation engine for JESS
5DEA447F,michael siegel + stuart e madnick,A Metadata Approach to Resolving Semantic Conflicts
63BCB1FC,hanspeter kriegel + martin ester + xiaowei xu,A density-based algorithm for discovering clusters in large spatial databases with noise
7A6765D4,kaushik chakrabarti + kriengkrai porkaew,Query refinement for multimedia similarity retrieval in MARS
7E58D74A,weisheng he + peifeng xiang + yuanchun shi,A semantic framework for meeting data retrieval
NE32555,"t. bray, j. paoli, c. m. sperberg-mcqueen, e. maler",extensible markup language (xml) 1.0 second edition w3c recommendation
NE32557,"p. rao, b. moon",prix: indexing and querying xml using prfer sequences
NE32556,g. miklau,uw xml repository
7BFB5495,moses charikar + tomas feder + chandra chekuri + rajeev motwani,Incremental clustering and dynamic information retrieval
81A8944F,edgar frank codd,A relational model of data for large shared data banks
7F652BAE,jonathan harrington + stephen cassidy,Multi-level annotation of speech: An overview of the emu speech database management system
8171A43F,min cai + martin r frank,RDFPeers: a scalable distributed RDF repository based on a structured peer-to-peer network
80EF0D46,alexandros biliris + nicholas d sidiropoulos + h v jagadish + theodore johnson + christos faloutsos + byoungkee yi,Online data mining for co-evolving time sequences
8124A268,beomseok nam + alan sussman,Improving access to multi-dimensional self-describing scientific datasets
5DFACDFA,mitsuru ishizuka + adam jatowt + khoo khyou bun,Change summarization in web collections
78A7DBF0,kianlee tan + hock beng lim + shili xiang,Impact of multi-query optimization in sensor networks
799DA595,shurug alkhalifa + yuliang wu + andrew nierman + changhung yu + laks v s lakshmanan + a h chapman + stelios paparizos + h v jagadish + nuwee wiwatwattana + jignesh m patel + diane s srivastava,TIMBER: A native XML database
75CAEAE1,suresh venkatasubramanian + monika henzinger + puneet kumar + krishna bharat + andrei broder,The connectivity server: fast access to linkage information on the Web
815F24F0,joan feigenbaum + jack lacy + matt blaze,Decentralized trust management
8105C149,bugra gedik + ling liu + philip s yu + kunlung wu,Processing moving queries over moving objects using motion-adaptive indexes
8142497B,j thomas + allen luniewski + michael j carey + manish arya + laura m haas + myron flickner + dragutin petkovic + wayne niblack + ronald fagin + peter schwarz + w e cody + edward l wimmers + john h williams,Towards heterogeneous multimedia information systems: the Garlic approach
806E70C8,wei hong + samuel madden + michael j franklin + joseph m hellerstein,TinyDB: an acquisitional query processing system for sensor networks
11FD7881,charles e leiserson + thomas h cormen + clifford s stein + ronald l rivest,"Introduction to Algorithms, Second Edition"
7FAA7F31,liangzhao zeng + marlon dumas + anne h h ngu + henry chang + boualem benatallah + jayant r kalagnanam,QoS-aware middleware for Web services composition
7F3DB6A0,mohan s kankanhalli + pradeep k atrey + ramesh jain,Information assimilation framework for event detection in multimedia surveillance systems
5AE097A5,edgar frank codd,Relational Completeness of Data Base Sublanguages
5D8DF302,c mohan,ARIES/KVL: A Key-Value Locking Method for Concurrency Control of Multiaction Transactions Operating on B-Tree Indexes
5A9E441C,douglas l brutlag + a p singh,Hierarchical Protein Structure Superposition Using Both Secondary Structure and Atomic Representations
7B4E1464,pedro domingos + geoff hulten,Mining high-speed data streams
7BE3D27B,david j dewitt + donovan a schneider,A performance evaluation of four parallel join algorithms in a shared-nothing multiprocessor environment
813B8B59,mamoru hoshi + michihiro kobayakawa + kensuke onishi,A method for retrieving music data with different bit rates using MPEG-4 TwinVQ audio compression
7B8EDF45,frederick e petry + bill p buckles,A fuzzy representation of data for relational databases
58BE5B3C,dallan quass + ashish gupta + venky harinarayan,Aggregate-Query Processing in Data Warehousing Environments
7E419F34,rajeev motwani + vivek narasayya + surajit chaudhuri,Random sampling for histogram construction: how much is enough?
5CEB8990,scott shenker + boon thau loo + ryan huebsch + ion stoica + joseph m hellerstein,Enhancing P2P file-sharing with an internet-scale query processor
7D014BDF,francis c m lau + wai yip lum,On balancing between transcoding overhead and spatial consumption in content adaptation
75E94043,y kang + yannis ioannidis,Randomized algorithms for optimizing large join queries
7FDCF113,nan zhang + varun kacholia + m t ozsu,A succinct physical storage scheme for efficient evaluation of path queries in XML
7CEB161F,rajkumar sen + krithi ramamritham,Efficient data management on lightweight computing devices
8088DBA7,natalya f noy + holger lewen + kaustubh supekar + mark a musen,Topic-Specific Trust and Open Rating Systems: An Approach for Ontology Evaluation
78A3A7DF,paul n bennett + susan t dumais + eric j horvitz,The Combination of Text Classifiers Using Reliability Indicators
NE17294,weblink,n/a
7CF5B2FC,adrian e raftery + roger e bumgarner + chris fraley + q li + ka yee yeung,"Donuts, scratches and blanks: robust model-based segmentation of microarray images."
7F82C60C,phillip b gibbons + s ramaswamy + viswanath poosala + swarup acharya,The Aqua approximate query answering system
NE34865,"m. w. n. jefferies, c. mitchell",a proposed architecture for trusted third party services
NE34864,y. lindell and b. pinkas,privacy preserving data mining
NE33382,"h. guo, p. larson, r. ramakrishnan, and j. goldstein. relaxed currency and consistency: how to say",good enough
620D11AF,amnon lotem + ronald fagin + moni naor,Optimal Aggregation Algorithms for Middleware
7D925811,dimitris papadias + spiridon bakiras + kyriakos mouratidis,Continuous monitoring of top-k queries over sliding windows
79BF7953,kinpong chan + ada waichee fu,Efficient time series matching by wavelets
741304B9,theodore johnson + h v jagadish + flip korn,Range selectivity estimation for continuous attributes
80F8AB5D,siegfried handschuh + philipp cimiano + steffen staab,Towards the self-annotating web
79110958,thomas r hagadone,Molecular substructure similarity searching: efficient retrieval in two-dimensional structure databases
